"","res_id","wave","east","hate_violence_means","hate_pol_message","hate_prevent_settlement","hate_polcondemn","hate_justified","MateComp.cont","JobComp.cont","LifeSatis.cont","pop_15_44_muni_gendergap_2015","age","singdivsep","age_group","gender","state","citizenship","marital","religion","eduyrs","occupation","income","household_size","self_econ","distance_ref","settle_ref","lrscale","afd","muslim_ind","afd_ind","contact_ind","refugee_ind","list","treatment_list","outcome_list","ref_integrating","ref_citizenship","ref_reduce","ref_moredone","ref_cultgiveup","ref_economy","ref_crime","ref_terror","ref_loc_services","ref_loc_economy","ref_loc_crime","ref_loc_culture","ref_loc_islam","ref_loc_schools","ref_loc_housing","ref_loc_wayoflife","women_role"
"1486","411081447",4,0,1,1,1,2,1,1,1,7,1.00017644152728,27,1,"18-29","Female","Hamburg",1,"Single, without partner","No, I don't feel close to any religion",19,"In schooling / vocational training, student","500 to below 1,000 <80>","1","3","3-5 kilometers","250 <96> 499",2,0,0,0,0.5,0.125,NA,NA,NA,3,1,1,1,2,1,2,1,3,2,2,2,2,3,3,2,1
"1489","467895942",4,0,2,2,2,3,2,2,4,6,1.00017644152728,67,0,"60 and older","Female","Hamburg",1,"With partner, not living together","Protestant",13,"Retired","No answer","2","6","Less than 3 kilometer","1000 and more",5,0,0.875,0.666666666666667,0.833333333333333,1,NA,NA,NA,4,4,4,3,3,4,4,4,3,3,3,3,2,3,3,2,1
"1490","493894842",4,0,2,1,1,1,1,1,1,9,1.00017644152728,36,0,"30-39","Male","Hamburg",1,"With partner, living together","Other Christian",22,"Employee in high position","4,500 to below 5,000 <80>","2","6","3-5 kilometers","50 <96> 249",3,0,0.625,0,0,0.375,NA,NA,NA,3,2,2,2,3,4,2,1,3,3,2,3,3,3,4,2,4
"1491","434633747",4,0,1,1,1,2,1,1,1,5,1.00017644152728,30,1,"18-29","Male","Hamburg",1,"Single, without partner","No, I don't feel close to any religion",21,"In schooling / vocational training, student","500 to below 1,000 <80>","1","6","3-5 kilometers","1000 and more",6,0,0.125,0,0.5,0.25,NA,NA,NA,2,4,2,1,2,3,1,2,1,3,1,3,1,3,2,1,1
"1504","407638843",4,0,2,2,2,2,2,1,1,7,1.00017644152728,34,1,"30-39","Female","Hamburg",1,"Single, without partner","No, I don't feel close to any religion",16,"Senior civil servant <96> highest level","2,500 to below 3,000 <80>","1","6","Less than 3 kilometer","50 <96> 249",6,0,0.875,0.666666666666667,0.5,1,NA,NA,NA,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,1
"1505","477741940",4,0,1,1,1,2,1,2,2,7,1.00017644152728,31,1,"30-39","Male","Hamburg",1,"Single, without partner","No, I don't feel close to any religion",13,"Skilled worker","1,000 to below 1,500 <80>","1","5","Less than 3 kilometer","500 <96> 999",2,4,0,0,0.5,0,NA,NA,NA,2,1,2,1,2,1,2,1,2,1,2,2,3,3,4,2,2
"1506","497123245",4,0,2,1,2,2,2,1,2,7,1.00017644152728,26,0,"18-29","Female","Hamburg",1,"With partner, living together","Other Christian",20,"In schooling / vocational training, student","2,000 to below 2,500 <80>","2","5","Don't know","250 <96> 499",6,0,0.75,0.333333333333333,0,0.875,NA,NA,NA,3,4,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3
"1510","473863541",4,0,3,2,3,3,3,2,3,3,1.00017644152728,46,1,"40-49","Male","Hamburg",1,"Single, without partner","No, I don't feel close to any religion",19,"In schooling / vocational training, student","1,000 to below 1,500 <80>","1","5","6-10 kilometers","1000 and more",8,45,0.625,1,0,0.75,NA,NA,NA,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,2
"1516","493687841",4,0,1,1,1,3,1,1,1,9,1.00017644152728,31,0,"30-39","Female","Hamburg",1,"With partner, living together","No, I don't feel close to any religion",17,"Self-employed / freelancer","No answer","2","8","Less than 3 kilometer","1000 and more",6,79,0.75,0.666666666666667,0.5,1,NA,NA,NA,4,4,4,4,4,4,3,3,4,4,3,4,3,4,3,4,4
"1518","407433941",4,0,2,1,2,2,1,1,3,9,1.00017644152728,61,0,"60 and older","Male","Hamburg",1,"Married","Protestant",13,"Retired","3,000 to below 3,500 <80>","2","6","Less than 3 kilometer","1000 and more",7,90,0.75,1,0.333333333333333,0.875,NA,NA,NA,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,3,2
"1519","437676442",4,0,3,2,2,2,2,3,3,5,1.00017644152728,60,1,"50-59","Female","Hamburg",1,"Single, without partner","Roman Catholic",10,"Homemaker","1,000 to below 1,500 <80>","2","4","3-5 kilometers","250 <96> 499",6,60,1,1,0.666666666666667,1,NA,NA,NA,4,3,4,4,3,4,4,4,4,4,4,2,2,3,3,3,3
"1533","441647648",4,0,2,1,2,3,2,1,1,7,1.00017644152728,49,0,"40-49","Female","Hamburg",1,"With partner, living together","No, I don't feel close to any religion",16,"Self-employed / freelancer","No answer","2","6","Less than 3 kilometer","500 <96> 999",5,0,0.625,0.333333333333333,0.166666666666667,0.875,NA,NA,NA,3,3,3,3,3,2,3,3,3,4,2,2,2,3,2,3,2
"1539","467198244",4,0,1,2,1,1,1,1,1,8,1.00017644152728,31,0,"30-39","Female","Hamburg",1,"With partner, living together","No, I don't feel close to any religion",17,"Employee in low / medium position","2,500 to below 3,000 <80>","2","7","3-5 kilometers","1000 and more",6,0,0.625,0.666666666666667,0.166666666666667,0.75,NA,NA,NA,3,2,3,3,1,4,3,3,3,2,3,3,3,2,3,2,2
"1540","404469046",4,0,1,1,1,1,1,2,2,5,1.00017644152728,55,0,"50-59","Male","Hamburg",1,"With partner, living together","Protestant",23,"Employee in low / medium position","1,500 to below 2,000 <80>","2","4","Less than 3 kilometer","1000 and more",6,10,0.75,0.333333333333333,0.5,0.625,NA,NA,NA,3,2,3,3,3,4,2,2,4,4,2,3,3,4,4,3,3
"1542","493894140",4,0,2,2,2,1,2,4,4,5,1.00017644152728,53,0,"50-59","Male","Hamburg",1,"Married","No answer",17,"Employee in high position","No answer","3","5","3-5 kilometers","1000 and more",5,0,1,0.666666666666667,0.833333333333333,1,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
"1543","441146043",4,0,3,3,3,2,3,2,4,8,1.00017644152728,21,0,"18-29","Male","Hamburg",1,"With partner, living together","No, I don't feel close to any religion",12,"In schooling / vocational training, student","2,000 to below 2,500 <80>","4","6","6-10 kilometers","1000 and more",2,39,0.75,1,0.5,0.625,NA,NA,NA,2,3,2,4,3,2,3,4,3,2,3,1,3,4,4,3,2
"1544","417714241",4,0,2,1,1,3,1,1,2,8,1.00017644152728,30,0,"18-29","Female","Hamburg",1,"With partner, not living together","No, I don't feel close to any religion",16,"Employee in high position","1,500 to below 2,000 <80>","1","5","Less than 3 kilometer","250 <96> 499",5,0,0.25,0,0,0.75,NA,NA,NA,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2
"1545","433487646",4,0,1,1,1,1,1,1,1,6,1.00017644152728,54,0,"50-59","Male","Hamburg",1,"Registered partnership","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",14,"Homemaker","3,000 to below 3,500 <80>","2","4","Less than 3 kilometer","1000 and more",3,0,0,0,0.333333333333333,0,NA,NA,NA,2,1,2,1,1,2,1,2,3,2,1,1,2,4,3,3,1
"1546","433278444",4,0,3,3,4,4,4,3,4,6,1.00017644152728,74,0,"60 and older","Male","Hamburg",1,"Married","No, I don't feel close to any religion",14,"Retired","1,000 to below 1,500 <80>","2","5","Less than 3 kilometer","250 <96> 499",10,70,1,1,0,0.875,NA,NA,NA,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,3,4
"1547","477808743",4,0,2,2,2,3,2,2,2,8,1.00017644152728,24,0,"18-29","Female","Hamburg",1,"Married","Protestant",15,"Parental leave","3,000 to below 3,500 <80>","3","5","3-5 kilometers","1000 and more",7,60,1,0.666666666666667,0.666666666666667,1,NA,NA,NA,3,3,4,4,3,4,4,4,3,4,1,4,3,4,3,4,1
"1555","433174540",4,0,1,1,1,1,1,1,2,8,1.00017644152728,34,0,"30-39","Male","Hamburg",1,"With partner, not living together","Protestant",16,"Employee in high position","3,000 to below 3,500 <80>","3","5","Less than 3 kilometer","1000 and more",5,10,1,0.666666666666667,0.5,0.625,NA,NA,NA,2,1,3,4,3,1,3,4,3,2,3,2,3,4,4,3,4
"1557","487285642",4,0,4,1,1,4,1,1,1,10,1.00017644152728,55,1,"50-59","Female","Hamburg",1,"Divorced / separated","Muslim",14,"Employee in low / medium position","2,000 to below 2,500 <80>","2","2","Less than 3 kilometer","1000 and more",5,2,0.125,0,1,0.375,NA,NA,NA,4,4,1,1,1,4,1,1,3,1,1,1,4,3,1,4,1
"1558","421774449",4,0,1,1,1,2,1,2,2,9,1.00017644152728,65,0,"60 and older","Female","Hamburg",1,"Married","No, I don't feel close to any religion",14,"Retired","2,000 to below 2,500 <80>","2","7","Less than 3 kilometer","1000 and more",8,0,0.875,0.333333333333333,0.5,0.875,NA,NA,NA,3,3,4,4,4,2,3,3,4,2,3,2,4,4,4,3,1
"1571","493368047",4,0,1,1,1,1,1,1,2,8,1.00017644152728,48,0,"40-49","Male","Hamburg",1,"Married","No, I don't feel close to any religion",24,"Employee in high position","5,000 or more <80>","2","9","3-5 kilometers","50 <96> 249",4,0,0.625,0,0,0.75,NA,NA,NA,4,3,4,2,3,3,2,3,2,4,2,3,2,2,1,1,3
"1581","441551341",4,0,1,1,1,2,2,1,1,6,1.00017644152728,27,0,"18-29","Male","Hamburg",1,"Married","No, I don't feel close to any religion",16,"Unskilled worker","3,000 to below 3,500 <80>","2","5","3-5 kilometers","50 <96> 249",5,0,0.5,0.333333333333333,0,0.625,NA,NA,NA,3,1,3,2,3,2,3,3,2,2,3,2,2,3,3,2,3
"1586","484584846",4,0,1,1,1,1,1,1,2,7,1.00017644152728,37,0,"30-39","Female","Hamburg",1,"With partner, not living together","Protestant",18,"Senior civil servant <96> highest level","2,500 to below 3,000 <80>","1","7","Less than 3 kilometer","1000 and more",5,0,0.75,0,0.833333333333333,0.875,NA,NA,NA,3,3,3,4,3,3,3,2,2,3,2,2,3,4,3,2,2
"1600","431000544",4,0,1,1,1,2,1,1,1,7,1.00017644152728,22,1,"18-29","Female","Hamburg",1,"Single, without partner","Roman Catholic",17,"In schooling / vocational training, student","2,500 to below 3,000 <80>","3","7","6-10 kilometers","50 <96> 249",5,0,0.125,0,0.5,0.125,NA,NA,NA,2,2,1,1,1,3,1,1,1,3,1,1,3,4,1,2,1
"1608","417733946",4,0,1,1,1,1,1,1,1,9,1.00017644152728,51,1,"50-59","Female","Hamburg",1,"Single, without partner","Protestant",16,"Employee in low / medium position","2,000 to below 2,500 <80>","1","8","Less than 3 kilometer","1000 and more",2,0,0.875,0,0.333333333333333,0.25,NA,NA,NA,2,2,2,2,3,2,2,3,3,2,3,2,3,3,3,3,1
"1609","401246940",4,0,1,1,1,1,1,1,1,10,1.00017644152728,66,0,"60 and older","Female","Hamburg",1,"Married","No, I don't feel close to any religion",13,"Retired","2,500 to below 3,000 <80>","2","6","3-5 kilometers","1000 and more",3,0,0.375,0,0,0.25,NA,NA,NA,2,1,3,1,2,2,2,3,3,2,2,2,2,4,1,1,1
"1619","454689146",4,0,2,1,3,2,2,1,3,3,1.00017644152728,48,1,"40-49","Male","Hamburg",1,"Single, without partner","No, I don't feel close to any religion",12,"Unskilled worker","500 to below 1,000 <80>","1","3","6-10 kilometers","1000 and more",9,80,0.875,1,0.166666666666667,0.75,NA,NA,NA,4,1,4,3,2,3,4,4,4,3,3,3,3,4,4,4,1
"1622","467365840",4,0,3,2,2,2,2,3,3,5,1.00017644152728,29,1,"18-29","Male","Hamburg",1,"Single, without partner","Roman Catholic",6,"In schooling / vocational training, student","1,000 to below 1,500 <80>","2","5","Don't know","1000 and more",5,30,1,1,0.5,0.875,NA,NA,NA,4,4,4,4,1,4,4,4,4,2,4,2,3,3,4,4,3
"1623","427845648",4,0,1,1,1,1,1,3,2,5,1.00017644152728,47,1,"40-49","Male","Hamburg",1,"Divorced / separated","No, I don't feel close to any religion",12,"Skilled worker","1,000 to below 1,500 <80>","1","5","3-5 kilometers","250 <96> 499",5,5,0.375,0,0.833333333333333,0.5,NA,NA,NA,3,2,3,3,2,3,2,2,2,3,2,2,2,3,2,3,2
"1641","423878241",4,0,1,1,1,2,1,2,2,6,1.00017644152728,37,0,"30-39","Female","Hamburg",1,"Married","No, I don't feel close to any religion",18,"Employee in low / medium position","2,500 to below 3,000 <80>","4","6","Less than 3 kilometer","1000 and more",4,1,0.25,0,0,0.25,NA,NA,NA,2,1,2,4,3,2,2,2,3,3,2,2,2,4,4,3,2
"1642","444094743",4,0,1,1,1,2,1,2,2,6,1.00017644152728,48,0,"40-49","Female","Hamburg",1,"Married","No, I don't feel close to any religion",15,"Employee in low / medium position","2,000 to below 2,500 <80>","3","3","Don't know","500 <96> 999",4,1,1,0,0,0.5,NA,NA,NA,3,2,2,2,3,3,2,3,2,3,2,3,2,2,2,2,2
"1643","424412846",4,0,2,1,1,1,1,3,3,9,1.00017644152728,45,0,"40-49","Male","Hamburg",1,"Married","Roman Catholic",14,"Employee in high position","3,000 to below 3,500 <80>","5","7","Less than 3 kilometer","1000 and more",4,1,1,1,0.333333333333333,1,NA,NA,NA,3,3,3,3,4,3,3,3,3,2,3,2,3,3,3,3,2
"1649","483621647",4,0,2,1,2,2,1,3,3,5,1.00017644152728,71,1,"60 and older","Female","Hamburg",1,"Divorced / separated","Protestant",4,"Retired","500 to below 1,000 <80>","1","3","Less than 3 kilometer","50 <96> 249",5,4,0.875,0,0.5,0.625,NA,NA,NA,3,1,3,3,2,2,3,4,3,3,3,3,2,3,3,3,1
"1650","427217641",4,0,1,1,1,1,1,1,2,2,1.00017644152728,77,0,"60 and older","Male","Hamburg",1,"Married","Roman Catholic",14,"Retired","2,500 to below 3,000 <80>","2","8","Less than 3 kilometer","1000 and more",7,0,0.625,0,0.333333333333333,0.5,NA,NA,NA,3,1,3,1,3,1,3,2,3,1,2,2,2,3,3,2,1
"1655","483560546",4,0,1,1,1,1,1,2,1,8,1.14157845089613,44,0,"40-49","Male","Niedersachsen",1,"Married","No, I don't feel close to any religion",20,"Employee in high position","3,000 to below 3,500 <80>","4","7","11-20 kilometers","250 <96> 499",6,0,0.875,0.666666666666667,0,0.75,NA,NA,NA,3,2,4,1,4,4,4,4,1,4,3,4,3,3,2,3,2
"1658","474524347",4,0,2,2,1,2,2,4,4,7,1.14157845089613,37,0,"30-39","Female","Niedersachsen",1,"Married","No, I don't feel close to any religion",21,"Employee in low / medium position","No answer","2","5","6-10 kilometers","1000 and more",8,40,0.875,1,0.333333333333333,1,NA,NA,NA,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,1
"1659","487081146",4,0,3,1,1,2,2,1,4,0,1.14157845089613,53,1,"50-59","Female","Niedersachsen",1,"Divorced / separated","No, I don't feel close to any religion",15,"Unemployed / seeking work","below 500 <80>","1","0 ( BOTTOM )","Less than 3 kilometer","1000 and more",3,0,0.875,0.333333333333333,0.5,0.875,NA,NA,NA,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
"1660","493994345",4,0,3,3,3,2,3,2,4,8,1.14157845089613,49,1,"40-49","Male","Niedersachsen",1,"Single, without partner","Roman Catholic",10,"Employee in low / medium position","2,000 to below 2,500 <80>","1","6","6-10 kilometers","1000 and more",8,88,1,1,0.166666666666667,1,NA,NA,NA,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,2
"1662","477789246",4,0,3,2,3,3,3,4,3,7,1.14157845089613,39,1,"30-39","Male","Niedersachsen",1,"Single, without partner","No, I don't feel close to any religion",10,"Employee in low / medium position","2,000 to below 2,500 <80>","1","7","Less than 3 kilometer","250 <96> 499",8,90,1,1,0.333333333333333,1,NA,NA,NA,4,4,4,4,3,4,4,4,1,4,4,3,4,4,4,4,4
"1665","404988441",4,0,2,1,1,1,1,1,1,7,1.14157845089613,63,0,"60 and older","Female","Niedersachsen",1,"Married","Other Christian",12,"Retired","2,000 to below 2,500 <80>","2","7","Less than 3 kilometer","1000 and more",5,2,0.5,0.333333333333333,0.666666666666667,0.625,NA,NA,NA,3,2,3,3,4,2,3,2,3,3,2,2,3,4,4,3,2
"1666","433010445",4,0,1,1,1,1,1,1,1,5,1.14157845089613,28,1,"18-29","Male","Niedersachsen",1,"Single, without partner","No, I don't feel close to any religion",21,"In schooling / vocational training, student","1,000 to below 1,500 <80>","1","6","11-20 kilometers","1 <96> 49",0,0,0.125,0.333333333333333,0,0.125,NA,NA,NA,4,1,1,1,1,1,1,2,2,2,1,1,1,4,1,3,3
"1667","413474947",4,0,1,1,1,2,1,2,2,5,1.14157845089613,34,1,"30-39","Male","Niedersachsen",1,"Single, without partner","Protestant",20,"Employee in high position","2,000 to below 2,500 <80>","4","4","3-5 kilometers","500 <96> 999",2,0,0.375,0,0.333333333333333,0.375,NA,NA,NA,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,3,1
"1668","474484643",4,0,1,1,1,1,2,1,1,8,1.14157845089613,29,1,"18-29","Male","Niedersachsen",1,"Single, without partner","Roman Catholic",16,"Employee in high position","2,000 to below 2,500 <80>","1","8","3-5 kilometers","1000 and more",7,0,0.625,0.666666666666667,0,0.75,NA,NA,NA,3,1,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3
"1670","493181543",4,0,1,1,1,1,1,2,2,7,1.14157845089613,23,0,"18-29","Female","Niedersachsen",1,"With partner, living together","Protestant",16,"In schooling / vocational training, student","2,000 to below 2,500 <80>","2","5","3-5 kilometers","1000 and more",5,0,0.5,0,0.833333333333333,0.375,NA,NA,NA,2,1,3,1,2,2,3,3,2,2,2,2,2,3,3,3,2
"1674","477285948",4,0,3,2,1,1,2,1,3,9,1.14157845089613,43,0,"40-49","Female","Niedersachsen",1,"Married","Protestant",13,"Employee in high position","4,500 to below 5,000 <80>","3","7","Don't know","1000 and more",0,1,0.875,0.666666666666667,0.333333333333333,0.875,NA,NA,NA,3,4,4,3,3,2,4,4,4,3,4,3,4,4,4,3,3
"1676","411220046",4,0,1,3,2,3,2,1,2,8,1.14157845089613,21,1,"18-29","Female","Niedersachsen",1,"Single, without partner","Muslim",14,"In schooling / vocational training, student","500 to below 1,000 <80>","1","7","6-10 kilometers","1000 and more",4,0,0.125,0.333333333333333,1,0.125,NA,NA,NA,4,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,3
"1685","451683843",4,0,2,1,1,1,1,1,1,3,1.14157845089613,22,1,"18-29","Male","Niedersachsen",1,"Single, without partner","No, I don't feel close to any religion",17,"Skilled worker","2,000 to below 2,500 <80>","1","3","3-5 kilometers","250 <96> 499",3,0,0.125,0,0.333333333333333,0.375,NA,NA,NA,2,4,2,1,1,2,3,3,2,3,4,1,2,1,1,2,1
"1687","403777848",4,0,1,1,1,1,1,1,2,7,1.14157845089613,50,0,"40-49","Female","Niedersachsen",1,"With partner, not living together","No, I don't feel close to any religion",16,"Senior civil servant <96> highest level","2,000 to below 2,500 <80>","1","5","6-10 kilometers","500 <96> 999",3,0,0.25,0,0.166666666666667,0.25,NA,NA,NA,3,1,1,1,1,2,3,2,2,3,2,1,3,3,3,3,1
"1692","473894240",4,0,2,2,2,1,2,2,2,7,1.14157845089613,30,0,"18-29","Female","Niedersachsen",1,"With partner, living together","Protestant",14,"Employee in low / medium position","4,000 to below 4,500 <80>","2","6","Don't know","1000 and more",6,3,0.875,1,0.333333333333333,1,NA,NA,NA,4,4,4,4,4,3,4,4,1,4,4,4,3,3,3,3,2
"1698","477967046",4,0,1,1,1,1,2,1,2,7,1.14157845089613,28,1,"18-29","Female","Niedersachsen",1,"Single, without partner","No, I don't feel close to any religion",21,"Permanently sick or disabled","1,500 to below 2,000 <80>","2","7","6-10 kilometers","1000 and more",3,0,0.25,0,0,0,NA,NA,NA,2,2,2,2,2,2,1,1,3,2,1,2,2,3,3,3,1
"1699","497825940",4,0,1,1,1,2,2,1,1,3,1.14157845089613,46,1,"40-49","Female","Niedersachsen",1,"Divorced / separated","Protestant",16,"Employee in high position","1,500 to below 2,000 <80>","1","5","3-5 kilometers","250 <96> 499",5,0,0.25,0,0.333333333333333,0.75,NA,NA,NA,3,4,3,3,2,3,3,2,2,3,3,2,2,3,3,3,1
"1700","444334042",4,0,1,1,1,1,1,1,1,2,1.14157845089613,53,0,"50-59","Female","Niedersachsen",1,"Married","No, I don't feel close to any religion",12,"Unskilled worker","2,000 to below 2,500 <80>","2","3","3-5 kilometers","1000 and more",2,0,0.25,0,0,0,NA,NA,NA,2,1,1,1,2,2,1,1,3,2,1,1,1,3,1,1,3
"1706","487478242",4,0,2,2,2,2,2,4,4,9,1.09132335734959,60,0,"50-59","Female","Niedersachsen",1,"With partner, living together","No, I don't feel close to any religion",15,"Employee in low / medium position","4,000 to below 4,500 <80>","2","7","6-10 kilometers","1000 and more",6,30,0.875,1,0.833333333333333,1,NA,NA,NA,4,3,4,4,3,4,4,4,4,3,4,4,4,4,2,3,3
"1709","421433544",4,0,4,1,4,1,1,4,4,3,1.09132335734959,31,0,"30-39","Female","Niedersachsen",1,"Married","No, I don't feel close to any religion",13,"Homemaker","1,500 to below 2,000 <80>","3","5","11-20 kilometers","1000 and more",10,0,0.75,0,0.666666666666667,0.875,NA,NA,NA,4,4,4,4,1,4,4,4,4,4,4,4,3,4,1,1,2
"1710","421496742",4,0,2,3,2,4,3,1,4,9,1.09132335734959,33,0,"30-39","Male","Niedersachsen",1,"With partner, living together","Muslim",17,"Employee in low / medium position","3,000 to below 3,500 <80>","2","5","3-5 kilometers","250 <96> 499",8,100,0.75,1,0.666666666666667,1,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1
"1714","487250543",4,0,2,3,3,3,3,2,3,6,1.11040585618977,34,0,"30-39","Female","Niedersachsen",1,"With partner, living together","No, I don't feel close to any religion",16,"Employee in low / medium position","4,500 to below 5,000 <80>","3","5","Less than 3 kilometer","1 <96> 49",5,0,0.875,0,0,0.5,NA,NA,NA,2,2,3,3,2,2,3,3,3,2,3,2,3,3,3,3,3
"1715","427345245",4,0,1,1,1,2,1,2,3,9,1.11040585618977,71,0,"60 and older","Male","Niedersachsen",1,"Married","Roman Catholic",14,"Retired","3,000 to below 3,500 <80>","2","8","6-10 kilometers","500 <96> 999",6,0,1,0.333333333333333,0.166666666666667,0.875,NA,NA,NA,3,3,4,4,3,2,3,3,4,3,4,3,3,4,3,3,3
"1717","463332748",4,0,1,1,1,2,2,2,2,8,1.11040585618977,59,0,"50-59","Female","Niedersachsen",1,"Married","Roman Catholic",14,"Homemaker","4,000 to below 4,500 <80>","2","7","6-10 kilometers","50 <96> 249",4,3,1,0.333333333333333,0.333333333333333,0.75,NA,NA,NA,3,2,3,3,3,2,3,3,2,3,3,3,3,4,3,3,3
"1726","421536044",4,0,1,1,1,1,1,1,1,8,1.15068493150685,53,1,"50-59","Female","Niedersachsen",1,"Divorced / separated","No, I don't feel close to any religion",16,"Employee in low / medium position","3,500 to below 4,000 <80>","1","6","11-20 kilometers","1 <96> 49",3,0,0.5,0.333333333333333,0.333333333333333,0.25,NA,NA,NA,2,3,2,1,3,2,2,1,2,2,1,1,3,3,3,2,1
"1729","413097243",4,0,1,1,1,2,1,1,1,9,0.964285714285714,25,0,"18-29","Female","Niedersachsen",1,"With partner, living together","Protestant",14,"Employee in low / medium position","4,000 to below 4,500 <80>","3","7","Less than 3 kilometer","250 <96> 499",5,0,0.375,0,1,0.25,NA,NA,NA,2,2,2,1,1,3,2,3,1,4,1,2,1,1,1,1,1
"1738","464816343",4,0,4,3,3,3,3,1,2,8,1.00627943485086,43,0,"40-49","Male","Niedersachsen",1,"Married","Protestant",14,"Skilled worker","3,000 to below 3,500 <80>","3","7","11-20 kilometers","1 <96> 49",8,70,1,1,0.666666666666667,1,NA,NA,NA,4,4,4,3,3,3,4,4,3,3,3,3,3,4,3,3,2
"1741","484517647",4,0,4,4,4,1,4,4,4,10,1.09070034443169,39,0,"30-39","Male","Niedersachsen",1,"With partner, living together","Protestant",22,"Skilled worker","3,500 to below 4,000 <80>","4","8","11-20 kilometers","250 <96> 499",5,40,0.875,1,1,0.625,NA,NA,NA,1,1,4,4,4,1,4,4,4,1,3,1,4,4,4,4,4
"1750","497614540",4,0,1,1,1,1,1,1,1,1,1.05795351645035,70,0,"60 and older","Male","Niedersachsen",1,"Married","No, I don't feel close to any religion",11,"Retired","3,000 to below 3,500 <80>","2","7","3-5 kilometers","1 <96> 49",1,0,0.125,0,0.333333333333333,0,NA,NA,NA,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,3,1
"1751","487886243",4,0,2,3,3,2,3,2,1,7,1.05795351645035,48,1,"40-49","Female","Niedersachsen",1,"Divorced / separated","No, I don't feel close to any religion",3,"Skilled worker","500 to below 1,000 <80>","3","7","21-50 kilometers","1 <96> 49",4,29,1,1,0,1,NA,NA,NA,3,3,4,3,3,3,4,4,2,3,3,3,2,3,2,3,3
"1752","443732845",4,0,2,2,2,1,2,4,3,3,1.05795351645035,49,0,"40-49","Male","Niedersachsen",1,"Married","Protestant",15,"Employee in low / medium position","2,500 to below 3,000 <80>","4","3","3-5 kilometers","50 <96> 249",4,10,0.625,1,0.666666666666667,0.75,NA,NA,NA,3,1,4,4,3,2,4,4,4,1,4,1,4,4,4,4,4
"1762","414820941",4,0,1,1,1,1,1,1,1,7,1.01959306706858,55,1,"50-59","Female","Niedersachsen",1,"Single, without partner","No, I don't feel close to any religion",20,"Employee in low / medium position","4,500 to below 5,000 <80>","3","6","11-20 kilometers","1 <96> 49",3,1,0.375,0,0,0,NA,NA,NA,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1
"1763","411613344",4,0,1,1,1,1,1,1,1,9,1.01003443551672,21,0,"18-29","Female","Niedersachsen",1,"With partner, not living together","Protestant",16,"In schooling / vocational training, student","No answer","2","3","11-20 kilometers","50 <96> 249",5,0,0.125,0.333333333333333,0.5,0,NA,NA,NA,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,1
"1767","443594643",4,0,1,1,1,1,1,2,3,2,1.01003443551672,45,0,"40-49","Female","Niedersachsen",1,"With partner, living together","No, I don't feel close to any religion",19,"Employee in low / medium position","3,500 to below 4,000 <80>","2","7","Less than 3 kilometer","500 <96> 999",5,0,0.375,0,0.333333333333333,0.75,NA,NA,NA,3,2,2,3,3,4,3,3,4,4,3,3,3,4,3,2,3
"1770","471280444",4,0,1,1,1,1,1,1,2,7,1.01003443551672,21,0,"18-29","Male","Niedersachsen",1,"With partner, living together","No, I don't feel close to any religion",15,"In schooling / vocational training, student","1,000 to below 1,500 <80>","2","5","21-50 kilometers","500 <96> 999",5,10,0.125,0,0.166666666666667,0.125,NA,NA,NA,2,1,3,1,1,2,2,2,1,2,2,2,3,4,3,3,2
"1773","401617043",4,0,1,1,1,3,2,1,2,7,1.01003443551672,21,0,"18-29","Male","Niedersachsen",1,"With partner, not living together","No, I don't feel close to any religion",14,"In schooling / vocational training, student","2,000 to below 2,500 <80>","3","6","6-10 kilometers","500 <96> 999",6,30,0.625,0.666666666666667,0.333333333333333,0.875,NA,NA,NA,4,3,3,2,3,4,4,3,4,4,3,3,3,3,4,2,1
"1774","403300942",4,0,2,2,2,3,2,2,2,6,1.01003443551672,31,0,"30-39","Female","Niedersachsen",1,"Married","Protestant",21,"Employee in low / medium position","2,500 to below 3,000 <80>","3","6","21-50 kilometers","500 <96> 999",4,1,0.5,0,0.166666666666667,0.625,NA,NA,NA,3,4,3,2,3,3,2,2,3,4,2,3,3,3,4,3,1
